nome,nome_busca,categoria,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,colesterol_mg,calcio_mg,ferro_mg,fonte,porcao_num,porcao_uni,marca,sodio_g
"Arroz, integral, cozido",arroz integral cozido,Cereais e derivados,124.0,2.6,25.8,1.0,2.7,1.0,,5.0,0.3,TACO,,g,,0.001
"Arroz, integral, cru",arroz integral cru,Cereais e derivados,360.0,7.3,77.5,1.9,4.8,2.0,,8.0,0.9,TACO,,g,,0.002
"Arroz, tipo 1, cozido",arroz tipo 1 cozido,Cereais e derivados,128.0,2.5,28.1,0.2,1.6,1.0,,4.0,0.1,TACO,,g,,0.001
"Arroz, tipo 1, cru",arroz tipo 1 cru,Cereais e derivados,358.0,7.2,78.8,0.3,1.6,1.0,,4.0,0.7,TACO,,g,,0.001
"Arroz, tipo 2, cozido",arroz tipo 2 cozido,Cereais e derivados,130.0,2.6,28.2,0.4,1.1,2.0,,3.0,0.1,TACO,,g,,0.002
"Arroz, tipo 2, cru",arroz tipo 2 cru,Cereais e derivados,358.0,7.2,78.9,0.3,1.7,1.0,,5.0,0.6,TACO,,g,,0.001
"Aveia, flocos, crua",aveia flocos crua,Cereais e derivados,394.0,13.9,66.6,8.5,9.1,5.0,,48.0,4.4,TACO,,g,,0.005
"Biscoito, doce, maisena",biscoito doce maisena,Cereais e derivados,443.0,8.1,75.2,12.0,2.1,352.0,,54.0,1.8,TACO,,g,,0.352
"Biscoito, doce, recheado com chocolate",biscoito doce recheado com chocolate,Cereais e derivados,472.0,6.4,70.5,19.6,3.0,239.0,0.0,27.0,2.3,TACO,,g,,0.239
"Biscoito, doce, recheado com morango",biscoito doce recheado com morango,Cereais e derivados,471.0,5.7,71.0,19.6,1.5,230.0,0.0,36.0,1.5,TACO,,g,,0.23
"Biscoito, doce, wafer, recheado de chocolate",biscoito doce wafer recheado de chocolate,Cereais e derivados,502.0,5.6,67.5,24.7,1.8,137.0,0.0,23.0,2.4,TACO,,g,,0.137
"Biscoito, doce, wafer, recheado de morango",biscoito doce wafer recheado de morango,Cereais e derivados,513.0,4.5,67.4,26.4,0.8,120.0,1.0,14.0,1.1,TACO,,g,,0.12
"Biscoito, salgado, cream cracker",biscoito salgado cream cracker,Cereais e derivados,432.0,10.1,68.7,14.4,2.5,854.0,,20.0,2.2,TACO,,g,,0.854
"Bolo, mistura para",bolo mistura para,Cereais e derivados,419.0,6.2,84.7,6.1,1.7,463.0,0.0,59.0,1.2,TACO,,g,,0.463
"Bolo, pronto, aipim",bolo pronto aipim,Cereais e derivados,324.0,4.4,47.9,12.7,0.7,111.0,73.0,85.0,0.5,TACO,,g,,0.111
"Bolo, pronto, chocolate",bolo pronto chocolate,Cereais e derivados,410.0,6.2,54.7,18.5,1.4,283.0,77.0,75.0,2.1,TACO,,g,,0.283
"Bolo, pronto, coco",bolo pronto coco,Cereais e derivados,333.0,5.7,52.3,11.3,1.1,190.0,63.0,57.0,0.8,TACO,,g,,0.19
"Bolo, pronto, milho",bolo pronto milho,Cereais e derivados,311.0,4.8,45.1,12.4,0.7,134.0,82.0,83.0,0.7,TACO,,g,,0.134
"Canjica, branca, crua",canjica branca crua,Cereais e derivados,358.0,7.2,78.1,1.0,5.5,1.0,,2.0,0.3,TACO,,g,,0.001
"Canjica, com leite integral",canjica com leite integral,Cereais e derivados,112.0,2.4,23.6,1.2,1.2,28.0,1.0,43.0,0.1,TACO,,g,,0.028
"Cereais, milho, flocos, com sal",cereais milho flocos com sal,Cereais e derivados,370.0,7.3,80.8,1.6,5.3,272.0,,2.0,0.5,TACO,,g,,0.272
"Cereais, milho, flocos, sem sal",cereais milho flocos sem sal,Cereais e derivados,363.0,6.9,80.4,1.2,1.8,31.0,,2.0,1.7,TACO,,g,,0.031
"Cereais, mingau, milho, infantil",cereais mingau milho infantil,Cereais e derivados,394.0,6.4,87.3,1.1,3.2,399.0,,219.0,3.0,TACO,,g,,0.399
"Cereais, mistura para vitamina, trigo, cevada e aveia",cereais mistura para vitamina trigo cevada e aveia,Cereais e derivados,381.0,8.9,81.6,2.1,5.0,1163.0,,584.0,12.6,TACO,,g,,1.163
"Cereal matinal, milho",cereal matinal milho,Cereais e derivados,365.0,7.2,83.8,1.0,4.1,655.0,,143.0,3.1,TACO,,g,,0.655
"Cereal matinal, milho, açúcar",cereal matinal milho acucar,Cereais e derivados,377.0,4.7,88.8,0.7,2.1,405.0,,56.0,3.9,TACO,,g,,0.405
"Creme de arroz, pó",creme de arroz po,Cereais e derivados,386.0,7.0,83.9,1.2,1.1,1.0,,7.0,0.6,TACO,,g,,0.001
"Creme de milho, pó",creme de milho po,Cereais e derivados,333.0,4.8,86.1,1.6,3.7,594.0,,323.0,4.3,TACO,,g,,0.594
"Curau, milho verde",curau milho verde,Cereais e derivados,78.0,2.4,13.9,1.6,0.5,21.0,5.0,53.0,0.4,TACO,,g,,0.021
"Curau, milho verde, mistura para",curau milho verde mistura para,Cereais e derivados,402.0,2.2,79.8,13.4,2.5,223.0,,31.0,0.9,TACO,,g,,0.223
"Farinha, de arroz, enriquecida",farinha de arroz enriquecida,Cereais e derivados,363.0,1.3,85.5,0.3,0.6,17.0,,1.0,31.4,TACO,,g,,0.017
"Farinha, de centeio, integral",farinha de centeio integral,Cereais e derivados,336.0,12.5,73.3,1.8,15.5,41.0,,34.0,4.7,TACO,,g,,0.041
"Farinha, de milho, amarela",farinha de milho amarela,Cereais e derivados,351.0,7.2,79.1,1.5,5.5,45.0,,1.0,2.3,TACO,,g,,0.045
"Farinha, de rosca",farinha de rosca,Cereais e derivados,371.0,11.4,75.8,1.5,4.8,333.0,,35.0,6.7,TACO,,g,,0.333
"Farinha, de trigo",farinha de trigo,Cereais e derivados,360.0,9.8,75.1,1.4,2.3,1.0,,18.0,1.0,TACO,,g,,0.001
"Farinha, láctea, de cereais",farinha lactea de cereais,Cereais e derivados,415.0,11.9,77.8,5.8,1.9,125.0,11.0,196.0,8.7,TACO,,g,,0.125
"Lasanha, massa fresca, cozida",lasanha massa fresca cozida,Cereais e derivados,164.0,5.8,32.5,1.2,1.6,207.0,,10.0,1.2,TACO,,g,,0.207
"Lasanha, massa fresca, crua",lasanha massa fresca crua,Cereais e derivados,220.0,7.0,45.1,1.3,1.6,667.0,,17.0,1.9,TACO,,g,,0.667
"Macarrão, instantâneo",macarrao instantaneo,Cereais e derivados,436.0,8.8,62.4,17.2,5.6,1516.0,,18.0,0.8,TACO,,g,,1.516
"Macarrão, trigo, cru",macarrao trigo cru,Cereais e derivados,371.0,10.0,77.9,1.3,2.9,7.0,,17.0,0.9,TACO,,g,,0.007
"Macarrão, trigo, cru, com ovos",macarrao trigo cru com ovos,Cereais e derivados,371.0,10.3,76.6,2.0,2.3,15.0,18.0,19.0,0.9,TACO,,g,,0.015
"Milho, amido, cru",milho amido cru,Cereais e derivados,361.0,0.6,87.1,0.0,0.7,8.0,,1.0,0.1,TACO,,g,,0.008
"Milho, fubá, cru",milho fuba cru,Cereais e derivados,353.0,7.2,78.9,1.9,4.7,0.0,,3.0,0.9,TACO,,g,,0.0
"Milho, verde, cru",milho verde cru,Cereais e derivados,138.0,6.6,28.6,0.6,3.9,1.0,,2.0,0.4,TACO,,g,,0.001
"Milho, verde, enlatado, drenado",milho verde enlatado drenado,Cereais e derivados,98.0,3.2,17.1,2.4,4.6,260.0,,2.0,0.6,TACO,,g,,0.26
"Mingau tradicional, pó",mingau tradicional po,Cereais e derivados,373.0,0.6,89.3,0.4,0.9,15.0,,522.0,42.0,TACO,,g,,0.015
"Pamonha, barra para cozimento, pré-cozida",pamonha barra para cozimento precozida,Cereais e derivados,171.0,2.6,30.7,4.8,2.4,132.0,,4.0,0.4,TACO,,g,,0.132
"Pão, aveia, forma",pao aveia forma,Cereais e derivados,343.0,12.4,59.6,5.7,6.0,606.0,0.0,109.0,4.7,TACO,,g,,0.606
"Pão, de soja",pao de soja,Cereais e derivados,309.0,11.3,56.5,3.6,5.7,663.0,,90.0,3.3,TACO,,g,,0.663
"Pão, glúten, forma",pao gluten forma,Cereais e derivados,253.0,12.0,44.1,2.7,2.5,22.0,,156.0,5.7,TACO,,g,,0.022
"Pão, milho, forma",pao milho forma,Cereais e derivados,292.0,8.3,56.4,3.1,4.3,507.0,6.0,78.0,3.0,TACO,,g,,0.507
"Pão, trigo, forma, integral",pao trigo forma integral,Cereais e derivados,253.0,9.4,49.9,3.7,6.9,506.0,,132.0,3.0,TACO,,g,,0.506
"Pão, trigo, francês",pao trigo frances,Cereais e derivados,300.0,8.0,58.6,3.1,2.3,648.0,,16.0,1.0,TACO,50,g,,0.648
"Pão, trigo, sovado",pao trigo sovado,Cereais e derivados,311.0,8.4,61.5,2.8,2.4,431.0,17.0,52.0,2.3,TACO,,g,,0.431
"Pastel, de carne, cru",pastel de carne cru,Cereais e derivados,289.0,10.7,42.0,8.8,1.0,1309.0,18.0,17.0,2.0,TACO,,g,,1.309
"Pastel, de carne, frito",pastel de carne frito,Cereais e derivados,388.0,10.1,43.8,20.1,1.0,1040.0,25.0,13.0,2.5,TACO,,g,,1.04
"Pastel, de queijo, cru",pastel de queijo cru,Cereais e derivados,308.0,9.9,45.9,9.6,1.1,985.0,14.0,155.0,1.0,TACO,,g,,0.985
"Pastel, de queijo, frito",pastel de queijo frito,Cereais e derivados,422.0,8.7,48.1,22.7,0.9,821.0,15.0,126.0,1.3,TACO,,g,,0.821
"Pastel, massa, crua",pastel massa crua,Cereais e derivados,310.0,6.9,57.4,5.5,1.4,1344.0,,13.0,1.1,TACO,,g,,1.344
"Pastel, massa, frita",pastel massa frita,Cereais e derivados,570.0,6.0,49.3,40.9,1.3,1175.0,,11.0,1.4,TACO,,g,,1.175
"Pipoca, com óleo de soja, sem sal",pipoca com oleo de soja sem sal,Cereais e derivados,448.0,9.9,70.3,15.9,14.3,4.0,,3.0,1.2,TACO,,g,,0.004
"Polenta, pré-cozida",polenta precozida,Cereais e derivados,103.0,2.3,23.3,0.3,2.4,442.0,,1.0,0.0,TACO,,g,,0.442
"Torrada, pão francês",torrada pao frances,Cereais e derivados,377.0,10.5,74.6,3.3,3.4,829.0,,19.0,1.2,TACO,10,g,,0.829
"Abóbora, cabotian, cozida",abobora cabotian cozida,"Verduras, hortaliças e derivados",48.0,1.4,10.8,0.7,2.5,1.0,,8.0,0.3,TACO,,g,,0.001
"Abóbora, cabotian, crua",abobora cabotian crua,"Verduras, hortaliças e derivados",39.0,1.7,8.4,0.5,2.2,0.0,,18.0,0.4,TACO,,g,,0.0
"Abóbora, menina brasileira, crua",abobora menina brasileira crua,"Verduras, hortaliças e derivados",14.0,0.6,3.3,0.0,1.2,0.0,,9.0,0.2,TACO,,g,,0.0
"Abóbora, moranga, crua",abobora moranga crua,"Verduras, hortaliças e derivados",12.0,1.0,2.7,0.1,1.7,0.0,,3.0,0.0,TACO,,g,,0.0
"Abóbora, moranga, refogada",abobora moranga refogada,"Verduras, hortaliças e derivados",29.0,0.4,6.0,0.8,1.5,3.0,,19.0,0.1,TACO,,g,,0.003
"Abóbora, pescoço, crua",abobora pescoco crua,"Verduras, hortaliças e derivados",24.0,0.7,6.1,0.1,2.3,1.0,,9.0,0.3,TACO,,g,,0.001
"Abobrinha, italiana, cozida",abobrinha italiana cozida,"Verduras, hortaliças e derivados",15.0,1.1,3.0,0.2,1.6,1.0,,17.0,0.2,TACO,,g,,0.001
"Abobrinha, italiana, crua",abobrinha italiana crua,"Verduras, hortaliças e derivados",19.0,1.1,4.3,0.1,1.4,0.0,,15.0,0.2,TACO,,g,,0.0
"Abobrinha, italiana, refogada",abobrinha italiana refogada,"Verduras, hortaliças e derivados",24.0,1.1,4.2,0.8,1.4,2.0,,21.0,0.4,TACO,,g,,0.002
"Abobrinha, paulista, crua",abobrinha paulista crua,"Verduras, hortaliças e derivados",31.0,0.6,7.9,0.1,2.6,1.0,,19.0,0.2,TACO,,g,,0.001
"Acelga, crua",acelga crua,"Verduras, hortaliças e derivados",21.0,1.4,4.6,0.1,1.1,1.0,,43.0,0.3,TACO,,g,,0.001
"Agrião, cru",agriao cru,"Verduras, hortaliças e derivados",17.0,2.7,2.3,0.2,2.1,7.0,,133.0,3.1,TACO,,g,,0.007
"Aipo, cru",aipo cru,"Verduras, hortaliças e derivados",19.0,0.8,4.3,0.1,1.0,10.0,,65.0,0.7,TACO,,g,,0.01
"Alface, americana, crua",alface americana crua,"Verduras, hortaliças e derivados",9.0,0.6,1.7,0.1,1.0,7.0,,14.0,0.3,TACO,,g,,0.007
"Alface, crespa, crua",alface crespa crua,"Verduras, hortaliças e derivados",11.0,1.3,1.7,0.2,1.8,3.0,,38.0,0.4,TACO,,g,,0.003
"Alface, lisa, crua",alface lisa crua,"Verduras, hortaliças e derivados",14.0,1.7,2.4,0.1,2.3,4.0,,28.0,0.6,TACO,,g,,0.004
"Alface, roxa, crua",alface roxa crua,"Verduras, hortaliças e derivados",13.0,0.9,2.5,0.2,2.0,7.0,,34.0,2.5,TACO,,g,,0.007
"Alfavaca, crua",alfavaca crua,"Verduras, hortaliças e derivados",29.0,2.7,5.2,0.5,4.1,5.0,,258.0,1.3,TACO,,g,,0.005
"Alho, cru",alho cru,"Verduras, hortaliças e derivados",113.0,7.0,23.9,0.2,4.3,5.0,,14.0,0.8,TACO,,g,,0.005
"Alho-poró, cru",alhoporo cru,"Verduras, hortaliças e derivados",32.0,1.4,6.9,0.1,2.5,2.0,,34.0,0.6,TACO,,g,,0.002
"Almeirão, cru",almeirao cru,"Verduras, hortaliças e derivados",18.0,1.8,3.3,0.2,2.6,2.0,,19.0,0.7,TACO,,g,,0.002
"Almeirão, refogado",almeirao refogado,"Verduras, hortaliças e derivados",65.0,1.7,5.7,4.8,3.4,15.0,,63.0,1.6,TACO,,g,,0.015
"Batata, baroa, cozida",batata baroa cozida,"Verduras, hortaliças e derivados",80.0,0.9,18.9,0.2,1.8,2.0,,12.0,0.4,TACO,,g,,0.002
"Batata, baroa, crua",batata baroa crua,"Verduras, hortaliças e derivados",101.0,1.0,24.0,0.2,2.1,0.0,,17.0,0.3,TACO,,g,,0.0
"Batata, doce, cozida",batata doce cozida,"Verduras, hortaliças e derivados",77.0,0.6,18.4,0.1,2.2,3.0,,17.0,0.2,TACO,,g,,0.003
"Batata, doce, crua",batata doce crua,"Verduras, hortaliças e derivados",118.0,1.3,28.2,0.1,2.6,9.0,,21.0,0.4,TACO,,g,,0.009
"Batata, frita, tipo chips, industrializada",batata frita tipo chips industrializada,"Verduras, hortaliças e derivados",543.0,5.6,51.2,36.6,2.5,607.0,,12.0,0.7,TACO,,g,,0.607
"Batata, inglesa, cozida",batata inglesa cozida,"Verduras, hortaliças e derivados",52.0,1.2,11.9,0.0,1.3,2.0,,4.0,0.2,TACO,,g,,0.002
"Batata, inglesa, crua",batata inglesa crua,"Verduras, hortaliças e derivados",64.0,1.8,14.7,0.0,1.2,0.0,,4.0,0.4,TACO,,g,,0.0
"Batata, inglesa, frita",batata inglesa frita,"Verduras, hortaliças e derivados",267.0,5.0,35.6,13.1,8.1,2.0,,6.0,0.4,TACO,,g,,0.002
"Batata, inglesa, sauté",batata inglesa saute,"Verduras, hortaliças e derivados",68.0,1.3,14.1,0.9,1.4,8.0,,4.0,0.3,TACO,,g,,0.008
"Berinjela, cozida",berinjela cozida,"Verduras, hortaliças e derivados",19.0,0.7,4.5,0.1,2.5,1.0,,11.0,0.2,TACO,,g,,0.001
"Berinjela, crua",berinjela crua,"Verduras, hortaliças e derivados",20.0,1.2,4.4,0.1,2.9,0.0,,9.0,0.2,TACO,,g,,0.0
"Beterraba, cozida",beterraba cozida,"Verduras, hortaliças e derivados",32.0,1.3,7.2,0.1,1.9,23.0,,15.0,0.2,TACO,,g,,0.023
"Beterraba, crua",beterraba crua,"Verduras, hortaliças e derivados",49.0,1.9,11.1,0.1,3.4,10.0,,18.0,0.3,TACO,,g,,0.01
"Biscoito, polvilho doce",biscoito polvilho doce,"Verduras, hortaliças e derivados",438.0,1.3,80.5,12.2,1.2,98.0,9.0,30.0,1.8,TACO,,g,,0.098
"Brócolis, cozido",brocolis cozido,"Verduras, hortaliças e derivados",25.0,2.1,4.4,0.5,3.4,2.0,,51.0,0.5,TACO,,g,,0.002
"Brócolis, cru",brocolis cru,"Verduras, hortaliças e derivados",25.0,3.6,4.0,0.3,2.9,3.0,,86.0,0.6,TACO,,g,,0.003
"Cará, cozido",cara cozido,"Verduras, hortaliças e derivados",78.0,1.5,18.9,0.1,2.6,1.0,,5.0,0.3,TACO,,g,,0.001
"Cará, cru",cara cru,"Verduras, hortaliças e derivados",96.0,2.3,23.0,0.1,7.3,0.0,,4.0,0.2,TACO,,g,,0.0
"Caruru, cru",caruru cru,"Verduras, hortaliças e derivados",34.0,3.2,6.0,0.6,4.5,14.0,,455.0,4.5,TACO,,g,,0.014
"Catalonha, crua",catalonha crua,"Verduras, hortaliças e derivados",24.0,1.9,4.8,0.3,2.0,9.0,,57.0,3.1,TACO,,g,,0.009
"Catalonha, refogada",catalonha refogada,"Verduras, hortaliças e derivados",63.0,2.0,4.8,4.8,3.7,25.0,,63.0,1.2,TACO,,g,,0.025
"Cebola, crua",cebola crua,"Verduras, hortaliças e derivados",39.0,1.7,8.9,0.1,2.2,1.0,,14.0,0.2,TACO,,g,,0.001
"Cebolinha, crua",cebolinha crua,"Verduras, hortaliças e derivados",20.0,1.9,3.4,0.4,3.6,2.0,,80.0,0.6,TACO,,g,,0.002
"Cenoura, cozida",cenoura cozida,"Verduras, hortaliças e derivados",30.0,0.8,6.7,0.2,2.6,8.0,,26.0,0.1,TACO,,g,,0.008
"Cenoura, crua",cenoura crua,"Verduras, hortaliças e derivados",34.0,1.3,7.7,0.2,3.2,3.0,,23.0,0.2,TACO,,g,,0.003
"Chicória, crua",chicoria crua,"Verduras, hortaliças e derivados",14.0,1.1,2.9,0.1,2.2,14.0,,45.0,0.5,TACO,,g,,0.014
"Chuchu, cozido",chuchu cozido,"Verduras, hortaliças e derivados",19.0,0.4,4.8,0.0,1.0,2.0,,8.0,0.1,TACO,,g,,0.002
"Chuchu, cru",chuchu cru,"Verduras, hortaliças e derivados",17.0,0.7,4.1,0.1,1.3,0.0,,12.0,0.2,TACO,,g,,0.0
"Coentro, folhas desidratadas",coentro folhas desidratadas,"Verduras, hortaliças e derivados",309.0,20.9,48.0,10.4,37.3,18.0,,784.0,81.4,TACO,,g,,0.018
"Couve, manteiga, crua",couve manteiga crua,"Verduras, hortaliças e derivados",27.0,2.9,4.3,0.5,3.1,6.0,,131.0,0.5,TACO,,g,,0.006
"Couve, manteiga, refogada",couve manteiga refogada,"Verduras, hortaliças e derivados",90.0,1.7,8.7,6.6,5.7,11.0,,177.0,0.5,TACO,,g,,0.011
"Couve-flor, crua",couveflor crua,"Verduras, hortaliças e derivados",23.0,1.9,4.5,0.2,2.4,3.0,,18.0,0.5,TACO,,g,,0.003
"Couve-flor, cozida",couveflor cozida,"Verduras, hortaliças e derivados",19.0,1.2,3.9,0.3,2.1,2.0,,16.0,0.1,TACO,,g,,0.002
"Espinafre, Nova Zelândia, cru",espinafre nova zelandia cru,"Verduras, hortaliças e derivados",16.0,2.0,2.6,0.2,2.1,17.0,,98.0,0.4,TACO,,g,,0.017
"Espinafre, Nova Zelândia, refogado",espinafre nova zelandia refogado,"Verduras, hortaliças e derivados",67.0,2.7,4.2,5.4,2.5,47.0,,112.0,0.6,TACO,,g,,0.047
"Farinha, de mandioca, crua",farinha de mandioca crua,"Verduras, hortaliças e derivados",361.0,1.6,87.9,0.3,6.4,1.0,,65.0,1.1,TACO,,g,,0.001
"Farinha, de mandioca, torrada",farinha de mandioca torrada,"Verduras, hortaliças e derivados",365.0,1.2,89.2,0.3,6.5,10.0,,76.0,1.2,TACO,,g,,0.01
"Farinha, de puba",farinha de puba,"Verduras, hortaliças e derivados",360.0,1.6,87.3,0.5,4.2,4.0,,41.0,1.4,TACO,,g,,0.004
"Fécula, de mandioca",fecula de mandioca,"Verduras, hortaliças e derivados",331.0,0.5,81.1,0.3,0.6,2.0,,12.0,0.1,TACO,,g,,0.002
"Feijão, broto, cru",feijao broto cru,"Verduras, hortaliças e derivados",39.0,4.2,7.8,0.1,2.0,2.0,,14.0,0.8,TACO,,g,,0.002
"Inhame, cru",inhame cru,"Verduras, hortaliças e derivados",97.0,2.1,23.2,0.2,1.7,0.0,,12.0,0.4,TACO,,g,,0.0
"Jiló, cru",jilo cru,"Verduras, hortaliças e derivados",27.0,1.4,6.2,0.2,4.8,0.0,,20.0,0.3,TACO,,g,,0.0
"Jurubeba, crua",jurubeba crua,"Verduras, hortaliças e derivados",126.0,4.4,23.1,3.9,23.9,1.0,,151.0,0.9,TACO,,g,,0.001
"Mandioca, cozida",mandioca cozida,"Verduras, hortaliças e derivados",125.0,0.6,30.1,0.3,1.6,1.0,,19.0,0.1,TACO,,g,,0.001
"Mandioca, crua",mandioca crua,"Verduras, hortaliças e derivados",151.0,1.1,36.2,0.3,1.9,2.0,,15.0,0.3,TACO,,g,,0.002
"Mandioca, farofa, temperada",mandioca farofa temperada,"Verduras, hortaliças e derivados",406.0,2.1,80.3,9.1,7.8,575.0,,66.0,1.4,TACO,,g,,0.575
"Mandioca, frita",mandioca frita,"Verduras, hortaliças e derivados",300.0,1.4,50.3,11.2,1.9,9.0,,23.0,0.3,TACO,,g,,0.009
